"key","from","to","rho_ctrl","padj_ctrl","rho_low","padj_low","delta_rho","sig_ctrl","sig_low","edge_state"
"TG/LPC||TG/LPE","TG/LPC","TG/LPE",0.827425225510366,3.71394662898231e-89,0.793088103942643,9.04834278247249e-77,-0.0343371215677227,TRUE,TRUE,"stable_or_weak"
"PA/PS||PE/PA","PA/PS","PA/PS",-0.82631557771692,1.02836230863712e-88,-0.818475085899131,1.02844417853213e-85,0.00784049181778923,TRUE,TRUE,"stable_or_weak"
"TG/DG||TG/SQDG","TG/DG","TG/SQDG",0.823799088570655,1.01724833861053e-87,0.857722875052639,1.05366457113398e-102,0.0339237864819848,TRUE,TRUE,"stable_or_weak"
"MGDG/LPC||PE/LPC","MGDG/LPC","MGDG/LPC",0.821614662264197,7.21428797826385e-87,0.771118043243272,5.2898231959728e-70,-0.0504966190209243,TRUE,TRUE,"stable_or_weak"
"MG/PA||TG/PA","MG/PA","MG/PA",0.820179389036562,2.569554736027e-86,0.920132181395361,3.44338751424803e-144,0.0999527923587994,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||TG/PS","DGDG/PS","DGDG/PS",0.818786495395914,8.71869821325957e-86,0.696540430930661,9.64585328829e-52,-0.122246064465253,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||TG/PA","MGDG/PA","MGDG/PA",0.816372736514306,7.10064404974018e-85,0.907304846025304,2.25877343339807e-133,0.0909321095109985,TRUE,TRUE,"stable_or_weak"
"PE/PS||TG/PS","PE/PS","PE/PS",0.815644505003742,1.32266007717599e-84,0.577061646205552,5.46464063638533e-32,-0.23858285879819,TRUE,TRUE,"rewired_strength"
"PC/LPC||PC/LPE","PC/LPC","PC/LPE",0.814164706387247,4.67403053696748e-84,0.729712113856247,4.19176529211278e-59,-0.0844525925310001,TRUE,TRUE,"stable_or_weak"
"MGDG/LPE||PE/LPE","MGDG/LPE","MGDG/LPE",0.813595532440501,7.54232110817444e-84,0.748224483062918,1.03715971139694e-63,-0.0653710493775834,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||PC/LPE","DGDG/LPE","DGDG/LPE",0.813317382872746,9.49206890121662e-84,0.52912845574686,3.5881291615708e-26,-0.284188927125886,TRUE,TRUE,"rewired_strength"
"DGDG/PS||PC/PS","DGDG/PS","DGDG/PS",0.81310012043313,1.13406407454796e-83,0.78250849603429,2.05053250057107e-73,-0.03059162439884,TRUE,TRUE,"stable_or_weak"
"MG/PC||PC/SQDG","MG/PC","PC/SQDG",-0.810724717759998,8.33095050007047e-83,-0.882105353507447,4.63907702205932e-116,-0.0713806357474499,TRUE,TRUE,"stable_or_weak"
"PC/MGDG||PC/SQDG","PC/MGDG","PC/SQDG",0.810526499312002,9.76935713545472e-83,0.857574010047717,1.24092956256548e-102,0.047047510735715,TRUE,TRUE,"stable_or_weak"
"DG/PS||TG/PS","DG/PS","DG/PS",0.810154739137549,1.32378127775522e-82,0.69668124917856,9.0537485130622e-52,-0.113473489958988,TRUE,TRUE,"stable_or_weak"
"PC/DGDG||PE/DGDG","PC/DGDG","PE/DGDG",0.807910766829122,8.431676374029e-82,0.6420791747246,1.21251126391336e-41,-0.165831592104522,TRUE,TRUE,"stable_or_weak"
"DG/PC||PC/SQDG","DG/PC","PC/SQDG",-0.806524578819326,2.60798879410909e-81,-0.867918652651004,5.7878823603885e-108,-0.0613940738316779,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||PC/LPC","DGDG/LPC","DGDG/LPC",0.804797208311764,1.05322944178989e-80,0.531219807897087,2.09262999889607e-26,-0.273577400414676,TRUE,TRUE,"rewired_strength"
"MGDG/PS||TG/PS","MGDG/PS","MGDG/PS",0.801630272972821,1.31987200850359e-79,0.656492257678618,4.08652303920617e-44,-0.145138015294203,TRUE,TRUE,"stable_or_weak"
"SQDG/PA||TG/PA","SQDG/PA","SQDG/PA",0.80091598917443,2.30866411615421e-79,0.877380834234123,2.97798007903219e-113,0.0764648450596936,TRUE,TRUE,"stable_or_weak"
"DGDG/PG||SQDG/PG","DGDG/PG","SQDG/PG",0.80013035746377,4.26163020351895e-79,0.540922587515188,1.63389001261124e-27,-0.259207769948581,TRUE,TRUE,"rewired_strength"
"MG/PS||TG/PS","MG/PS","MG/PS",0.796269255218993,8.5329063072726e-78,0.691411696229558,1.06605506405483e-50,-0.104857558989435,TRUE,TRUE,"stable_or_weak"
"TG/DGDG||TG/PG","TG/DGDG","TG/PG",0.79586745381832,1.154966592097e-77,0.921063995858602,4.78548887914487e-145,0.125196542040282,TRUE,TRUE,"stable_or_weak"
"PC/PA||TG/PA","PC/PA","PC/PA",0.795354607170733,1.70090869769464e-77,0.833622301318864,9.37049161655602e-92,0.03826769414813,TRUE,TRUE,"stable_or_weak"
"DG/PE||MG/PC","DG/PE","MG/PC",0.794303700703555,3.77051741416259e-77,0.66205471258325,4.33287229334144e-45,-0.132248988120304,TRUE,TRUE,"stable_or_weak"
"LPC/PA||MG/PA","LPC/PA","LPC/PA",0.793368131087037,7.62435986680866e-77,0.88705384085124,4.01849336917151e-119,0.0936857097642031,TRUE,TRUE,"stable_or_weak"
"PE/LPE||SQDG/LPE","PE/LPE","SQDG/LPE",0.790374201024084,7.17570433123124e-76,0.660818462479313,7.14577993858389e-45,-0.129555738544771,TRUE,TRUE,"stable_or_weak"
"LPE/PG||SQDG/LPE","LPE/PG","LPE/PG",-0.787478173171576,6.06088988296603e-75,-0.854303539768414,4.88184349504661e-101,-0.0668253665968387,TRUE,TRUE,"stable_or_weak"
"DG/PE||PC/DGDG","DG/PE","PC/DGDG",-0.787396900925645,6.39544953274714e-75,-0.622255184123212,1.827197139286e-38,0.165141716802433,TRUE,TRUE,"stable_or_weak"
"PC/DGDG||PE/MGDG","PC/DGDG","PE/MGDG",0.785315741334313,2.89662445067625e-74,0.593778247469966,2.90470873419147e-34,-0.191537493864348,TRUE,TRUE,"stable_or_weak"
"MG/PS||PC/PS","MG/PS","PC/PS",0.784528500272249,5.08842060881282e-74,0.771017727005721,5.62958319045554e-70,-0.0135107732665273,TRUE,TRUE,"stable_or_weak"
"DG/PS||PC/PS","DG/PS","PC/PS",0.784487193586198,5.21237673562957e-74,0.761413117823299,3.01763234771652e-67,-0.0230740757628997,TRUE,TRUE,"stable_or_weak"
"PG/PA||TG/PA","PG/PA","PG/PA",0.782031055117603,3.01290766802286e-73,0.903398413715966,2.21123041541251e-130,0.121367358598362,TRUE,TRUE,"stable_or_weak"
"MG/LPC||PC/LPC","MG/LPC","PC/LPC",0.781373098618372,4.78206145978184e-73,0.511573114175435,2.82767330834323e-24,-0.269799984442936,TRUE,TRUE,"rewired_strength"
"MG/LPE||PC/LPE","MG/LPE","PC/LPE",0.78069743925369,7.67343101909593e-73,0.51580034386475,1.01106471095962e-24,-0.26489709538894,TRUE,TRUE,"rewired_strength"
"PA/PS||PG/PA","PA/PS","PA/PS",-0.780485273093522,8.86467226092262e-73,-0.844642066836364,1.56478756171766e-96,-0.0641567937428418,TRUE,TRUE,"stable_or_weak"
"PC/SQDG||PE/DGDG","PC/SQDG","PE/DGDG",0.779608713028504,1.63477898719385e-72,0.589344752575633,1.19512191219745e-33,-0.190263960452872,TRUE,TRUE,"stable_or_weak"
"MGDG/PS||PC/PS","MGDG/PS","MGDG/PS",0.778583556183799,3.33562264341158e-72,0.783916142062813,7.5204518162827e-74,0.00533258587901431,TRUE,TRUE,"stable_or_weak"
"LPC/PG||SQDG/LPC","LPC/PG","LPC/PG",-0.778340275896476,3.93195812876338e-72,-0.843541538700878,4.87015394320997e-96,-0.0652012628044021,TRUE,TRUE,"stable_or_weak"
"DG/PC||MG/PE","DG/PC","MG/PE",0.77679422564716,1.14605325502905e-71,0.626029381392143,4.70991866727037e-39,-0.150764844255018,TRUE,TRUE,"stable_or_weak"
"MG/PC||PC/PG","MG/PC","PC/PG",-0.775559853119862,2.67294479985035e-71,-0.913933496235459,9.51005293149926e-139,-0.138373643115597,TRUE,TRUE,"stable_or_weak"
"PE/LPC||SQDG/LPC","PE/LPC","SQDG/LPC",0.77481472341955,4.43544518523304e-71,0.681100045330065,1.19239985564571e-48,-0.0937146780894853,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||PA/PS","DGDG/PA","PA/PS",-0.77341190544524,1.15027705314751e-70,-0.855721646581067,9.99290749877485e-102,-0.0823097411358267,TRUE,TRUE,"stable_or_weak"
"MG/PC||PE/MGDG","MG/PC","PE/MGDG",-0.773361479101231,1.1840748425762e-70,-0.632078665096655,5.18207590009247e-40,0.141282814004576,TRUE,TRUE,"stable_or_weak"
"SQDG/PS||TG/PS","SQDG/PS","SQDG/PS",0.77262627373458,1.94063088009247e-70,0.634480353842729,2.13406490850441e-40,-0.138145919891852,TRUE,TRUE,"stable_or_weak"
"PE/LPC||PE/LPE","PE/LPC","PE/LPE",0.769038224778111,2.15029317180231e-69,0.764719798509204,3.58088758323825e-68,-0.00431842626890644,TRUE,TRUE,"stable_or_weak"
"TG/DG||TG/PG","TG/DG","TG/PG",0.767980880905314,4.3160435718159e-69,0.88425732456058,2.24743679828363e-117,0.116276443655266,TRUE,TRUE,"stable_or_weak"
"LPE/PS||PA/PS","LPE/PS","PA/PS",0.76530399306906,2.49729885117269e-68,0.581049887211289,1.60086276365498e-32,-0.184254105857771,TRUE,TRUE,"stable_or_weak"
"LPC/PA||PA/PS","LPC/PA","PA/PS",-0.765137693423922,2.76929909416385e-68,-0.744943551999485,7.24202956652507e-63,0.0201941414244369,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||LPC/PA","DGDG/PA","LPC/PA",0.765089144656551,2.84365031897838e-68,0.892803248744035,6.99976367681802e-123,0.127714104087484,TRUE,TRUE,"stable_or_weak"
"PC/MGDG||PE/DGDG","PC/MGDG","PE/DGDG",0.764918285182433,3.16256779089335e-68,0.596782101866579,1.09995560087407e-34,-0.168136183315854,TRUE,TRUE,"stable_or_weak"
"MG/PA||PA/PS","MG/PA","PA/PS",-0.764214193942938,4.97573023714507e-68,-0.848540184163446,2.5866006191244e-98,-0.0843259902205081,TRUE,TRUE,"stable_or_weak"
"TG/DGDG||TG/PE","TG/DGDG","TG/DGDG",0.764031264333286,5.57489190770832e-68,0.776106764372179,1.79448332029952e-71,0.0120755000388926,TRUE,TRUE,"stable_or_weak"
"MG/PE||PC/MGDG","MG/PE","PC/MGDG",-0.763345680634943,8.64968874704556e-68,-0.587562664120315,2.09984861855778e-33,0.175783016514628,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||TG/LPC","DGDG/LPC","DGDG/LPC",0.763206471738448,9.41683957290315e-68,0.717335933329936,3.1024926159095e-56,-0.0458705384085124,TRUE,TRUE,"stable_or_weak"
"DG/PC||PE/DGDG","DG/PC","PE/DGDG",-0.760847430804595,4.2687018936376e-67,-0.637005157971252,8.23997958159295e-41,0.123842272833344,TRUE,TRUE,"stable_or_weak"
"PE/LPC||TG/LPC","PE/LPC","PE/LPC",0.760063140220106,7.00458006473705e-67,0.557461891899866,1.71829275293651e-29,-0.20260124832024,TRUE,TRUE,"rewired_strength"
"TG/MGDG||TG/PG","TG/MGDG","TG/PG",0.759205624146708,1.20173876907668e-66,0.905155557224513,1.02767923588982e-131,0.145949933077804,TRUE,TRUE,"stable_or_weak"
"PA/PS||SQDG/PA","PA/PS","PA/PS",-0.757468597530718,3.58001812361196e-66,-0.818075698525566,1.45014229841782e-85,-0.0606071009948476,TRUE,TRUE,"stable_or_weak"
"PC/PS||SQDG/PS","PC/PS","SQDG/PS",0.757110785068438,4.46005935816897e-66,0.738448209730675,3.14133331312713e-61,-0.0186625753377627,TRUE,TRUE,"stable_or_weak"
"LPE/PA||PA/PS","LPE/PA","PA/PS",-0.756637099305028,5.97245205347808e-66,-0.779219518213835,2.06815630293465e-72,-0.0225824189088061,TRUE,TRUE,"stable_or_weak"
"PC/PG||PE/PG","PC/PG","PE/PG",0.754271084515089,2.5923645755192e-65,0.394795357557648,4.12725284478957e-14,-0.359475726957441,TRUE,TRUE,"rewired_strength"
"DG/LPC||TG/LPC","DG/LPC","DG/LPC",0.754106930671824,2.85556812170439e-65,0.720490262082876,5.94449441623957e-57,-0.0336166685889475,TRUE,TRUE,"stable_or_weak"
"PC/LPC||PE/LPE","PC/LPC","PE/LPE",0.753561628770912,3.97986107755459e-65,0.698102038243554,4.61129007274228e-52,-0.0554595905273576,TRUE,TRUE,"stable_or_weak"
"TG/PC||TG/PG","TG/PC","TG/PG",0.753314861555546,4.61152954675145e-65,0.791958339256641,2.10768956643507e-76,0.0386434777010951,TRUE,TRUE,"stable_or_weak"
"LPC/PA||SQDG/PA","LPC/PA","LPC/PA",0.75071254033437,2.2583132138013e-64,0.879428733896428,1.85751046582425e-114,0.128716193562058,TRUE,TRUE,"stable_or_weak"
"DG/PA||LPC/PA","DG/PA","LPC/PA",0.750140684135282,3.18151799552579e-64,0.884288706912969,2.16684255948071e-117,0.134148022777687,TRUE,TRUE,"stable_or_weak"
"DG/LPE||PC/LPE","DG/LPE","PC/LPE",0.749316696216147,5.21575259248884e-64,0.488027230225765,6.62744660461117e-22,-0.261289465990381,TRUE,TRUE,"rewired_strength"
"LPC/PS||MG/PS","LPC/PS","LPC/PS",0.748333650733194,9.39169706159294e-64,0.751174960637947,1.74565538250086e-64,0.00284130990475318,TRUE,TRUE,"stable_or_weak"
"DG/LPC||PC/LPC","DG/LPC","PC/LPC",0.746621837289209,2.60746412264651e-63,0.499695832584538,4.67441850084423e-23,-0.246926004704671,TRUE,TRUE,"rewired_strength"
"MG/PE||PC/DGDG","MG/PE","PC/DGDG",-0.746199918995979,3.33766500016478e-63,-0.59460545409191,2.23764391793033e-34,0.151594464904069,TRUE,TRUE,"stable_or_weak"
"LPE/PS||MG/PS","LPE/PS","LPE/PS",0.745293585929977,5.69362729931317e-63,0.754775616180419,1.93402766305227e-65,0.00948203025044181,TRUE,TRUE,"stable_or_weak"
"PE/SQDG||SQDG/PG","PE/SQDG","SQDG/PG",-0.744336290069497,9.98677415389678e-63,-0.660885518787837,6.97482093556119e-45,0.0834507712816607,TRUE,TRUE,"stable_or_weak"
"PG/PS||TG/PS","PG/PS","PG/PS",0.744303298365704,1.01362992381408e-62,0.661483392834631,5.4785397217496e-45,-0.0828199055310724,TRUE,TRUE,"stable_or_weak"
"LPE/PA||MG/PA","LPE/PA","LPE/PA",0.74340474383149,1.71317732750531e-62,0.90710796870348,3.19220014991167e-133,0.16370322487199,TRUE,TRUE,"stable_or_weak"
"TG/MG||TG/PE","TG/MG","TG/PE",0.7407385850046,8.09842487314495e-62,0.7514877112609,1.45660043634064e-64,0.0107491262563,TRUE,TRUE,"stable_or_weak"
"PA/PS||PG/PS","PA/PS","PA/PS",0.739332011877013,1.81977597095995e-61,0.473711513031723,1.50091354755494e-20,-0.26562049884529,TRUE,TRUE,"rewired_strength"
"MGDG/LPC||MGDG/LPE","MGDG/LPC","MGDG/LPE",0.739132988753316,2.03186887330684e-61,0.74224037809029,3.53688210123729e-62,0.00310738933697396,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||LPE/PA","DGDG/PA","LPE/PA",0.737375040569067,5.54956106536324e-61,0.91147252971265,1.062987479132e-136,0.174097489143584,TRUE,TRUE,"stable_or_weak"
"LPC/PG||LPE/PG","LPC/PG","LPE/PG",0.737245756006234,5.94844131801305e-61,0.66283310221259,3.14062054668249e-45,-0.0744126537936436,TRUE,TRUE,"stable_or_weak"
"MGDG/LPC||PC/LPC","MGDG/LPC","MGDG/LPC",0.736997111214229,6.82552019222159e-61,0.561642182173214,5.24737394434319e-30,-0.175354929041014,TRUE,TRUE,"stable_or_weak"
"MG/PC||PE/DGDG","MG/PC","PE/DGDG",-0.736987723331036,6.83169587154535e-61,-0.644428291324791,4.87995496289798e-42,0.0925594320062443,TRUE,TRUE,"stable_or_weak"
"MG/LPC||TG/LPC","MG/LPC","MG/LPC",0.736912083815021,7.10150008025192e-61,0.703981535374885,2.67150220763545e-53,-0.0329305484401361,TRUE,TRUE,"stable_or_weak"
"LPC/PA||PG/PA","LPC/PA","PG/PA",0.736682751239871,8.05812326957984e-61,0.908043538319998,5.95045090518678e-134,0.171360787080127,TRUE,TRUE,"stable_or_weak"
"DG/PA||PA/PS","DG/PA","PA/PS",-0.735426384243377,1.6385154027922e-60,-0.853742680803925,9.0624084886108e-101,-0.118316296560548,TRUE,TRUE,"stable_or_weak"
"MG/PS||PA/PS","MG/PS","PA/PS",0.735364960664769,1.6891430592248e-60,0.436339691165465,2.72793257485944e-17,-0.299025269499304,TRUE,TRUE,"rewired_strength"
"MGDG/LPE||PC/LPE","MGDG/LPE","MGDG/LPE",0.73474321457214,2.39083947290848e-60,0.545863564552426,4.29124186454045e-28,-0.188879650019715,TRUE,TRUE,"stable_or_weak"
"PC/LPE||SQDG/LPE","PC/LPE","SQDG/LPE",0.73382588427154,3.99289670860538e-60,0.493621603933255,1.87922015870804e-22,-0.240204280338286,TRUE,TRUE,"rewired_strength"
"MGDG/LPC||TG/LPC","MGDG/LPC","MGDG/LPC",0.732763980569764,7.2155966867025e-60,0.64838193127533,1.0511740006903e-42,-0.0843820492944336,TRUE,TRUE,"stable_or_weak"
"SQDG/LPC||SQDG/LPE","SQDG/LPC","SQDG/LPE",0.73015978177195,3.06201442878237e-59,0.71808052657978,2.10967745304961e-56,-0.01207925519217,TRUE,TRUE,"stable_or_weak"
"LPC/PA||MGDG/PA","LPC/PA","LPC/PA",0.727763993981026,1.14000410816038e-58,0.882274871855394,3.68578335993625e-116,0.154510877874369,TRUE,TRUE,"stable_or_weak"
"MG/PE||PE/SQDG","MG/PE","PE/SQDG",-0.727500328575912,1.31134042538682e-58,-0.830534760649212,1.76057630530537e-90,-0.103034432073301,TRUE,TRUE,"stable_or_weak"
"PC/PS||TG/PS","PC/PS","PC/PS",0.723786750209886,9.78752784366571e-58,0.557306589489326,1.79209595571942e-29,-0.16648016072056,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||PA/PS","MGDG/PA","PA/PS",-0.723541592345925,1.11194763154034e-57,-0.838148602144193,1.12092423194671e-93,-0.114607009798268,TRUE,TRUE,"stable_or_weak"
"LPE/PA||SQDG/PA","LPE/PA","LPE/PA",0.723476145388806,1.14690650940172e-57,0.89337161801508,2.93910597255408e-123,0.169895472626274,TRUE,TRUE,"stable_or_weak"
"DG/DGDG||DG/SQDG","DG/DGDG","DG/SQDG",0.72222621579793,2.23121060737272e-57,0.494415550626172,1.57404562177077e-22,-0.227810665171758,TRUE,TRUE,"rewired_strength"
"MG/SQDG||SQDG/PG","MG/SQDG","SQDG/PG",-0.72165355492314,3.01607089334036e-57,-0.59774798093455,8.02534592173557e-35,0.12390557398859,TRUE,TRUE,"stable_or_weak"
"DG/PA||LPE/PA","DG/PA","LPE/PA",0.721455068249911,3.33854615686968e-57,0.909868542812771,2.11165039127318e-135,0.18841347456286,TRUE,TRUE,"stable_or_weak"
"TG/PG||TG/SQDG","TG/PG","TG/PG",0.720484092902492,5.56965945368032e-57,0.84332803141454,6.03270687098358e-96,0.122843938512047,TRUE,TRUE,"stable_or_weak"
"LPE/PA||PG/PA","LPE/PA","PG/PA",0.720167587126262,6.55951408379408e-57,0.912201297673683,2.67175044600444e-137,0.192033710547421,TRUE,TRUE,"stable_or_weak"
"DG/LPC||MGDG/LPE","DG/LPC","MGDG/LPE",0.719629259081436,8.68433643935107e-57,0.677965565244447,4.78643353160572e-48,-0.0416636938369889,TRUE,TRUE,"stable_or_weak"
"DG/LPC||DG/LPE","DG/LPC","DG/LPE",0.718957086644797,1.23294813244786e-56,0.701272728735774,1.00236359928205e-52,-0.0176843579090233,TRUE,TRUE,"stable_or_weak"
"DG/PC||PC/PG","DG/PC","PC/PG",-0.71827123472122,1.76128781435998e-56,-0.910258542303143,1.0293027147207e-135,-0.191987307581923,TRUE,TRUE,"stable_or_weak"
"DG/PS||LPE/PS","DG/PS","LPE/PS",0.718175746537883,1.84434346332212e-56,0.764950203985291,3.09741721227216e-68,0.0467744574474077,TRUE,TRUE,"stable_or_weak"
"PE/MGDG||PE/SQDG","PE/MGDG","PE/SQDG",0.717814178922325,2.22049771623805e-56,0.788485090700363,2.73168613087352e-75,0.0706709117780382,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||TG/LPE","DGDG/LPE","DGDG/LPE",0.71666590669517,4.03105281941212e-56,0.668021382915662,3.55041096861148e-46,-0.048644523779508,TRUE,TRUE,"stable_or_weak"
"DG/PE||PE/SQDG","DG/PE","PE/SQDG",-0.714664946448832,1.13478879874873e-55,-0.80885223740079,3.58567930196926e-82,-0.0941872909519581,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||DGDG/LPE","DGDG/LPC","DGDG/LPE",0.712921482427224,2.77455274919401e-55,0.700114532174958,1.74783563164849e-52,-0.0128069502522659,TRUE,TRUE,"stable_or_weak"
"PC/LPC||SQDG/LPC","PC/LPC","SQDG/LPC",0.712493663178845,3.4413113451894e-55,0.461105195254559,2.10295919864145e-19,-0.251388467924285,TRUE,TRUE,"rewired_strength"
"PE/LPE||TG/LPE","PE/LPE","PE/LPE",0.712253869819565,3.87542954589059e-55,0.456753509056625,5.10194113321097e-19,-0.25550036076294,TRUE,TRUE,"rewired_strength"
"DG/PS||PA/PS","DG/PS","PA/PS",0.710275708718125,1.05768005118421e-54,0.434751529554397,3.67884092331496e-17,-0.275524179163727,TRUE,TRUE,"rewired_strength"
"PC/LPE||PE/LPC","PC/LPE","PE/LPC",0.710264979708761,1.05928303294197e-54,0.375551538137605,8.6509933352415e-13,-0.334713441571156,TRUE,TRUE,"rewired_strength"
"LPE/PS||MGDG/PS","LPE/PS","LPE/PS",0.70884043549049,2.16899244632701e-54,0.737832096367962,4.45256336583178e-61,0.0289916608774721,TRUE,TRUE,"stable_or_weak"
"DG/PS||LPC/PS","DG/PS","LPC/PS",0.706993704753756,5.46325901890231e-54,0.745109851644623,6.59428007133191e-63,0.0381161468908673,TRUE,TRUE,"stable_or_weak"
"PC/MGDG||PC/PG","PC/MGDG","PC/PG",0.706124923220527,8.39875576455989e-54,0.912588614911714,1.28327590851457e-137,0.206463691691187,TRUE,TRUE,"rewired_strength"
"DG/LPE||MGDG/LPC","DG/LPE","MGDG/LPC",0.706038286469915,8.73553787400023e-54,0.721299765839371,3.88413805324018e-57,0.015261479369456,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||MGDG/LPE","DGDG/LPC","MGDG/LPE",0.705544752039182,1.11256087002461e-53,0.707600966683744,4.46439674528939e-54,0.00205621464456129,TRUE,TRUE,"stable_or_weak"
"LPE/PA||MGDG/PA","LPE/PA","LPE/PA",0.704803109266914,1.60173906472508e-53,0.902158944909219,1.83559969411055e-129,0.197355835642306,TRUE,TRUE,"stable_or_weak"
"LPE/PA||PC/PA","LPE/PA","LPE/PA",0.70475965677899,1.63036950141534e-53,0.86785615617146,6.20894954014426e-108,0.16309649939247,TRUE,TRUE,"stable_or_weak"
"LPC/PA||PE/PA","LPC/PA","LPC/PA",0.703985290528162,2.38265901374551e-53,0.884607358491072,1.38340013586723e-117,0.18062206796291,TRUE,TRUE,"stable_or_weak"
"DG/LPE||TG/LPE","DG/LPE","DG/LPE",0.703728330753901,2.69476713871419e-53,0.666337464896023,7.21942395123008e-46,-0.0373908658578782,TRUE,TRUE,"stable_or_weak"
"LPC/PA||PC/PA","LPC/PA","LPC/PA",0.70242502434144,5.09887350753383e-53,0.887363909221852,2.59061627040964e-119,0.184938884880412,TRUE,TRUE,"stable_or_weak"
"MGDG/PS||PA/PS","MGDG/PS","PA/PS",0.701356415008811,8.57303255749973e-53,0.401650121640144,1.31805631358242e-14,-0.299706293368668,TRUE,TRUE,"rewired_strength"
"DGDG/PS||LPE/PS","DGDG/PS","LPE/PS",0.700334745092149,1.4056316542666e-52,0.760297569074703,6.09387200643182e-67,0.0599628239825546,TRUE,TRUE,"stable_or_weak"
"MG/LPC||MGDG/LPE","MG/LPC","MGDG/LPE",0.699988734540168,1.65697855904442e-52,0.710433425155772,1.07818794928469e-54,0.0104446906156037,TRUE,TRUE,"stable_or_weak"
"LPE/PS||PG/PS","LPE/PS","PG/PS",0.698571968853686,3.27938470529491e-52,0.780455500092538,8.7123078010467e-73,0.0818835312388518,TRUE,TRUE,"stable_or_weak"
"TG/PC||TG/PS","TG/PC","TG/PS",0.698550510834958,3.3012793677495e-52,0.114987353180212,0.0439435046970483,-0.583563157654746,TRUE,TRUE,"rewired_strength"
"DGDG/MGDG||MGDG/SQDG","DGDG/MGDG","MGDG/SQDG",-0.697108531976471,6.58652149376601e-52,-0.535117925224169,7.57527090115214e-27,0.161990606752302,TRUE,TRUE,"stable_or_weak"
"TG/LPC||TG/MG","TG/LPC","TG/LPC",0.695700617722714,1.2866744288299e-51,0.56956233688553,5.19538630843256e-31,-0.126138280837185,TRUE,TRUE,"stable_or_weak"
"LPE/PA||PE/PA","LPE/PA","LPE/PA",0.69569444854233,1.2866744288299e-51,0.909617752218893,3.33323867732094e-135,0.213923303676563,TRUE,TRUE,"rewired_strength"
"PC/SQDG||PE/MGDG","PC/SQDG","PE/MGDG",0.695624173530997,1.32570586054331e-51,0.53921908905346,2.5678125707482e-27,-0.156405084477537,TRUE,TRUE,"stable_or_weak"
"PC/DGDG||PC/PG","PC/DGDG","PC/PG",0.695592791178609,1.34081400227185e-51,0.939334962354588,2.02465649021705e-164,0.24374217117598,TRUE,TRUE,"rewired_strength"
"DG/PE||PC/SQDG","DG/PE","PC/SQDG",-0.694101995327516,2.71500673765559e-51,-0.56138173547091,5.63147502582536e-30,0.132720259856607,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||LPC/PS","DGDG/PS","LPC/PS",0.693296783174768,3.96062922674411e-51,0.757712682493744,3.11678817317687e-66,0.0644158993189762,TRUE,TRUE,"stable_or_weak"
"TG/DG||TG/PE","TG/DG","TG/PE",0.693069328176256,4.3940858475872e-51,0.737694496822872,4.7952090625972e-61,0.0446251686466159,TRUE,TRUE,"stable_or_weak"
"PA/PS||PE/PS","PA/PS","PA/PS",0.69290383320682,4.73410845006829e-51,0.304630372216157,1.27611825440779e-08,-0.388273460990663,TRUE,TRUE,"rewired_strength"
"LPC/PG||TG/LPC","LPC/PG","LPC/PG",-0.692460993345332,5.81246850479332e-51,-0.656582113132039,3.95299272197711e-44,0.0358788802132927,TRUE,TRUE,"stable_or_weak"
"DG/LPE||MG/LPC","DG/LPE","MG/LPC",0.690870685932391,1.22206995190497e-50,0.722132605191231,2.50269274379536e-57,0.03126191925884,TRUE,TRUE,"stable_or_weak"
